popularity,acousticness,danceability,energy,liveness,loudness,speechiness,tempo,valence,year,duration_min
70,0.0216,0.473,0.871,0.0525,-4.893,0.0456,146.975,0.47,2006,3.308433333
74,0.00022,0.308,0.873,0.0974,-4.542,0.0533,143.519,0.686,2006,3.4431
78,0.000665,0.545,0.932,0.127,-2.189,0.0399,92.956,0.464,2006,3.2
75,0.337,0.744,0.637,0.0696,-4.483,0.0241,100.511,0.785,2006,3.53155
77,0.00324,0.582,0.952,0.223,-3.848,0.0731,103.027,0.655,2006,4.605333333
73,0.291,0.81,0.755,0.0857,-6.408,0.199,130.991,0.625,2006,4.10955
70,0.288,0.621,0.417,0.119,-6.941,0.0231,99.953,0.289,2006,3.384
79,0.000289,0.217,0.905,0.222,-4.103,0.0752,96.95,0.236,2006,5.1851
70,0.575,0.58,0.491,0.121,-6.462,0.0251,76.009,0.425,2006,3.868433333
72,0.0088,0.537,0.674,0.265,-5.134,0.0277,136.002,0.33,2006,3.568433333
86,0.0569,0.808,0.97,0.154,-6.098,0.0506,114.328,0.868,2006,4.038216667
81,0.116,0.427,0.9,0.119,-3.674,0.0499,104.655,0.599,2006,5.577766667
77,0.00211,0.562,0.934,0.199,-5.562,0.0607,103.042,0.558,2006,4.594
76,0.255,0.792,0.647,0.132,-8.314,0.045,102.477,0.694,2006,3.492433333
77,0.0964,0.768,0.829,0.097,-5.109,0.0313,118.773,0.962,2006,3.90555
79,0.352,0.803,0.454,0.0655,-4.802,0.0294,99.99,0.739,2006,3.20355
81,0.0584,0.967,0.583,0.0519,-5.562,0.0789,117,0.964,2006,4.04555
82,0.0476,0.872,0.872,0.0543,-6.328,0.139,116.948,0.809,2006,3.718
72,0.0104,0.185,0.948,0.105,-3.892,0.147,196.578,0.316,2006,3.459766667
76,0.000684,0.553,0.853,0.126,-3.668,0.0339,122.023,0.506,2006,3.856666667
72,0.00838,0.433,0.778,0.163,-4.68,0.0371,149.864,0.217,2006,3.488883333
72,0.0569,0.906,0.583,0.126,-7.721,0.317,129.056,0.829,2006,4.872883333
83,0.0261,0.796,0.777,0.121,-4.81,0.0397,132.722,0.787,2006,4.314883333
83,0.199,0.56,0.595,0.132,-4.53,0.0274,104.011,0.144,2006,4.466
78,0.111,0.668,0.672,0.329,-4.931,0.0303,89.011,0.539,2006,3.351766667
77,7.13E-05,0.392,0.964,0.106,-4.441,0.0644,167.024,0.269,2006,3.342433333
77,0.000362,0.47,0.859,0.142,-3.663,0.0537,124.01,0.17,2006,5.2951
81,0.246,0.452,0.574,0.189,-8.336,0.31,92.791,0.58,2006,3.4531
76,0.575,0.667,0.361,0.0805,-8.69,0.0273,134.018,0.29,2006,4.033333333
72,0.00942,0.552,0.836,0.372,-5.608,0.0453,140.496,0.432,2006,3.471333333
69,6.46E-05,0.429,0.96,0.102,-4.261,0.0914,153.932,0.233,2006,2.931333333
74,0.173,0.658,0.877,0.0962,-2.098,0.0323,105.586,0.821,2006,2.884433333
78,0.0164,0.699,0.812,0.105,-6.005,0.0377,138.185,0.662,2006,4.61155
76,0.157,0.578,0.756,0.249,-5.82,0.115,176.739,0.663,2006,3.352883333
75,0.191,0.756,0.77,0.178,-3.502,0.0343,119.961,0.73,2006,4.107766667
77,0.00462,0.688,0.734,0.0756,-4.569,0.0274,140.004,0.46,2006,3.474883333
80,0.0492,0.668,0.921,0.0877,-3.727,0.0439,120,0.782,2006,3.54065
75,0.0172,0.835,0.741,0.0826,-1.609,0.0339,111.963,0.612,2006,3.034433333
73,0.452,0.569,0.596,0.205,-6.486,0.172,93.135,0.754,2006,3.622433333
78,0.004,0.677,0.671,0.413,-4.905,0.0361,137.046,0.527,2006,3.982
80,0.000152,0.467,0.988,0.28,-3.313,0.112,130.433,0.321,2006,3.673766667
76,0.277,0.771,0.68,0.682,-5.881,0.224,119.952,0.808,2006,4.602666667
82,0.0506,0.463,0.857,0.184,-3.063,0.0632,111.647,0.856,2006,2.698666667
70,0.0103,0.476,0.777,0.196,-3.771,0.0289,167.964,0.472,2006,4.036666667
80,0.0193,0.556,0.913,0.346,-2.36,0.0437,96.184,0.73,2006,4.702666667
69,0.00804,0.416,0.741,0.273,-4.001,0.0335,160.515,0.286,2006,3.382883333
71,0.92,0.274,0.144,0.29,-14.516,0.0482,61.551,0.302,2006,3.258216667
67,0.271,0.397,0.386,0.188,-10.405,0.0503,144.242,0.21,2006,5.923333333
72,0.0979,0.814,0.639,0.13,-8.078,0.0463,133.035,0.961,2006,3.904
67,0.0042,0.907,0.625,0.151,-5.557,0.198,99.918,0.605,2006,2.718883333
69,0.00105,0.306,0.873,0.52,-3.668,0.0567,198.387,0.452,2006,3.106216667
71,0.000148,0.469,0.79,0.282,-6.889,0.0391,107.45,0.466,2006,6.365766667
71,0.0848,0.502,0.652,0.0675,-7.224,0.3,136.08,0.648,2006,4.234883333
67,0.977,0.589,0.177,0.0958,-14.891,0.0325,88.409,0.311,2006,2.694666667
71,0.152,0.946,0.289,0.234,-9.413,0.0584,102.073,0.816,2006,2.160433333
71,7.61E-05,0.197,0.956,0.261,-2.908,0.0663,177.018,0.209,2006,4.07955
70,0.307,0.633,0.529,0.342,-7.85,0.0339,90.08,0.578,2006,3.917766667
67,0.0307,0.548,0.769,0.0867,-4.853,0.0312,135.712,0.388,2006,4.138
64,0.00143,0.632,0.639,0.221,-5.938,0.0259,95.506,0.733,2006,3.28155
69,0.105,0.625,0.848,0.23,-4.008,0.0314,137.993,0.716,2006,3.923766667
76,0.0373,0.866,0.454,0.275,-9.383,0.0414,99.985,0.368,2006,4.117766667
74,0.000321,0.467,0.883,0.125,-3.679,0.106,122.252,0.309,2006,4.9871
66,0.0503,0.428,0.919,0.245,-3.245,0.0618,145.927,0.294,2006,3.583766667
66,0.000729,0.213,0.927,0.081,-3.378,0.14,162.109,0.28,2006,5.806433333
73,0.0417,0.545,0.753,0.389,-4.618,0.036,105.754,0.434,2006,4.715766667
67,0.214,0.77,0.609,0.166,-5.894,0.345,90.952,0.631,2006,4.021766667
66,0.00166,0.423,0.94,0.178,-4.012,0.0635,149.934,0.505,2006,3.442
70,0.00647,0.835,0.757,0.29,-5.029,0.23,82.038,0.626,2006,4.5731
68,0.486,0.674,0.646,0.262,-5.876,0.027,148.1,0.613,2006,3.488666667
71,0.708,0.511,0.475,0.105,-14.667,0.161,98.957,0.819,2006,3.252433333
65,0.000777,0.797,0.654,0.14,-6.946,0.248,80.007,0.464,2006,4.7431
67,0.238,0.787,0.655,0.138,-8.339,0.0431,102.485,0.65,2006,3.47755
73,0.731,0.753,0.326,0.24,-9.883,0.0342,123.799,0.237,2006,4.0971
68,0.255,0.69,0.795,0.202,-4.956,0.0312,96.99,0.872,2006,2.776216667
76,0.332,0.779,0.589,0.12,-10.645,0.0345,128.044,0.894,2006,3.586883333
68,0.0261,0.503,0.881,0.482,-4.502,0.0827,101.038,0.597,2006,3.131333333
68,0.0452,0.264,0.78,0.376,-2.741,0.0517,155.376,0.456,2006,4.674433333
66,0.0155,0.551,0.81,0.169,-4.365,0.0344,73.464,0.332,2006,4.572216667
81,0.0664,0.575,0.679,0.0956,-3.845,0.0278,107.878,0.601,2006,3.125333333
77,0.744,0.772,0.371,0.167,-5.743,0.0348,96.574,0.684,2006,3.89555
69,0.00012,0.347,0.868,0.0845,-4.145,0.0467,182.851,0.313,2006,3.6411
71,0.0756,0.606,0.591,0.328,-7.228,0.087,95.802,0.477,2006,4.216216667
81,0.134,0.403,0.422,0.0861,-13.964,0.0373,122.728,0.378,2006,4.02155
65,0.868,0.617,0.485,0.115,-8.227,0.115,82.228,0.845,2006,2.642883333
68,0.0986,0.888,0.577,0.131,-7.702,0.0612,84.003,0.609,2006,4.030666667
70,0.000129,0.265,0.714,0.137,-5.393,0.0375,145.156,0.1,2006,6.0111
73,0.0797,0.705,0.806,0.0545,-9.129,0.0405,134.997,0.439,2006,4.665166667
73,0.18,0.596,0.679,0.0938,-3.881,0.0324,110.464,0.746,2006,2.794666667
65,0.0688,0.547,0.816,0.127,-6.165,0.0624,102.765,0.722,2006,3.391766667
78,0.563,0.452,0.523,0.233,-6.453,0.0625,173.85,0.363,2006,3.230433333
68,0.204,0.707,0.642,0.0925,-4.271,0.0337,113.083,0.249,2006,4.468666667
76,0.244,0.798,0.443,0.326,-6.062,0.0403,125.232,0.354,2006,4.884216667
76,0.057,0.589,0.655,0.372,-8.138,0.0488,105.272,0.675,2006,3.677316667
64,0.0174,0.425,0.922,0.104,-2.6,0.0412,156.045,0.564,2006,3.414216667
64,0.00452,0.563,0.934,0.103,-3.629,0.0646,143.964,0.518,2006,3.550883333
68,0.0136,0.236,0.799,0.0948,-5.167,0.0939,208.951,0.303,2006,4.650433333
65,0.00176,0.113,0.951,0.334,-4.743,0.129,200.024,0.139,2006,7.359333333
69,0.0037,0.481,0.973,0.325,-1.945,0.0542,99.331,0.362,2006,3.258666667
64,0.229,0.917,0.624,0.128,-5.761,0.0441,126.98,0.328,2006,3.44555
72,0.297,0.693,0.516,0.0604,-6.446,0.0413,94.02,0.494,2006,3.680883333
67,0.267,0.701,0.724,0.0867,-5.751,0.145,132.035,0.425,2006,3.950883333
64,0.00499,0.583,0.782,0.145,-5.328,0.027,120.024,0.682,2006,3.326
64,0.127,0.784,0.815,0.0758,-2.703,0.298,178.119,0.559,2006,4.530216667
65,0.007,0.372,0.904,0.112,-4.438,0.106,159.081,0.362,2006,3.858433333
73,0.839,0.588,0.391,0.227,-8.607,0.0334,144.069,0.349,2006,3.782883333
70,0.00116,0.359,0.955,0.349,-2.323,0.12,170.033,0.446,2006,3.840433333
71,0.00173,0.608,0.785,0.0762,-5.346,0.0472,117.983,0.806,2006,3.34555
69,0.00015,0.345,0.929,0.129,-4.469,0.142,155.041,0.181,2006,3.7851
64,0.191,0.731,0.563,0.296,-4.046,0.131,184.004,0.452,2006,4.0071
74,0.318,0.662,0.896,0.186,-5.311,0.251,90.622,0.79,2006,5.088
64,0.103,0.699,0.837,0.231,-5.173,0.0428,95.493,0.348,2006,3.810883333
75,0.00837,0.289,0.796,0.202,-4.22,0.0494,169.835,0.33,2006,3.978
69,0.178,0.761,0.892,0.0712,-5.354,0.133,127.04,0.935,2006,4.252883333
65,0.0613,0.566,0.898,0.126,-3.659,0.0634,115.954,0.791,2006,3.612883333
72,0.123,0.49,0.725,0.0983,-3.304,0.0392,123.28,0.335,2006,4.007333333
68,0.0286,0.576,0.697,0.167,-4.192,0.326,175.906,0.501,2006,3.794433333
70,0.0132,0.525,0.578,0.108,-4.563,0.12,123.696,0.537,2006,3.587766667
71,0.00193,0.45,0.883,0.293,-4.094,0.0524,93.41,0.328,2006,3.578433333
76,0.000436,0.55,0.874,0.206,-4.046,0.0321,121.61,0.318,2006,4.00355
64,0.0241,0.858,0.484,0.123,-7.448,0.277,99.992,0.329,2006,3.378666667
74,0.202,0.745,0.716,0.059,-8.221,0.0411,132.932,0.817,2006,4.286433333
74,0.016,0.319,0.757,0.102,-6.117,0.0432,122.465,0.101,2006,5.36955
67,7.60E-05,0.369,0.995,0.241,-2.584,0.12,185.985,0.27,2006,4.170883333
63,0.0177,0.403,0.627,0.182,-5.28,0.0292,74.9,0.374,2006,3.551333333
66,5.39E-05,0.139,0.937,0.349,-3.944,0.206,205.784,0.304,2006,4.155333333
73,0.00871,0.421,0.799,0.0794,-5.183,0.0562,82.408,0.731,2006,3.695333333
70,0.143,0.791,0.782,0.107,-4.973,0.0289,115.992,0.635,2006,4.412
78,0.0977,0.709,0.726,0.301,-7.129,0.0411,92.006,0.404,2006,3.036433333
73,0.609,0.789,0.43,0.0843,-6.396,0.0877,115.843,0.742,2006,2.727566667
75,0.0541,0.407,0.558,0.34,-13.609,0.0552,71.815,0.777,2006,3.582433333
66,0.164,0.652,0.809,0.175,-5.276,0.17,94.786,0.512,2006,4.2411
77,0.0135,0.794,0.831,0.11,-9.235,0.331,172.407,0.328,2006,4.92555
74,0.937,0.585,0.132,0.106,-12.731,0.0751,151.968,0.454,2006,2.652866667
72,0.171,0.808,0.682,0.464,-7.128,0.0963,89.987,0.491,2006,3.9271
75,0.0238,0.63,0.908,0.116,-2.42,0.0326,120.522,0.968,2006,3.153766667
66,0.0401,0.633,0.831,0.117,-5.053,0.0461,127.397,0.243,2006,5.906
79,0.0206,0.801,0.839,0.0946,-3.267,0.24,170.011,0.792,2006,3.8171
74,0.122,0.687,0.723,0.573,-4.751,0.0709,76,0.432,2006,7.476216667
78,0.119,0.868,0.764,0.0918,-6.574,0.167,96.994,0.397,2006,4.388216667
62,0.0321,0.515,0.802,0.0844,-3.423,0.0345,85.998,0.29,2006,3.355766667
70,0.000644,0.509,0.938,0.14,-3.883,0.0715,94.019,0.335,2006,3.405766667
67,0.00615,0.661,0.836,0.032,-4.079,0.0297,137.507,0.799,2006,3.123083333
62,0.0142,0.454,0.948,0.346,-4.126,0.0831,149.094,0.488,2006,2.568883333
63,0.000975,0.641,0.765,0.387,-6.626,0.0383,91.009,0.19,2006,4.010216667
68,0.185,0.677,0.946,0.274,-2.887,0.0553,96.011,0.948,2006,4.016216667
71,0.027,0.527,0.898,0.0686,-3.624,0.0367,162.058,0.462,2006,5.293766667
61,0.477,0.449,0.691,0.0966,-5.65,0.0349,93.267,0.201,2006,6.336666667
62,0.00176,0.363,0.787,0.531,-5.071,0.0429,175.919,0.202,2006,4.654883333
64,0.271,0.56,0.372,0.195,-6.58,0.0446,119.384,0.473,2006,5.368216667
74,0.358,0.457,0.515,0.278,-4.31,0.0261,74.984,0.222,2006,2.382883333
73,0.0139,0.694,0.496,0.0644,-14.222,0.0329,103.372,0.799,2006,4.286433333
61,0.525,0.479,0.578,0.0841,-4.963,0.0294,146.165,0.192,2006,4.1351
71,0.643,0.628,0.554,0.0756,-5.517,0.104,188.098,0.973,2006,2.850433333
60,0.0579,0.931,0.486,0.161,-10.558,0.139,120.026,0.896,2006,3.6
63,1.18E-05,0.293,0.831,0.284,-3.829,0.049,154.108,0.467,2006,3.238433333
67,0.102,0.623,0.709,0.0967,-9.818,0.0636,122.394,0.948,2006,2.75635
68,0.00137,0.509,0.93,0.152,-2.689,0.0474,154.946,0.783,2006,2.494
71,0.669,0.721,0.758,0.133,-7.536,0.0372,150.825,0.865,2006,3.186216667
63,0.15,0.551,0.598,0.299,-6.79,0.27,78.756,0.612,2006,3.84355
68,0.0806,0.516,0.802,0.0988,-1.597,0.0403,109.77,0.717,2006,2.762216667
66,0.368,0.736,0.713,0.138,-6.687,0.227,102.273,0.763,2006,3.1751
63,0.082,0.886,0.62,0.1,-5.854,0.307,76.035,0.6,2006,3.830216667
62,0.217,0.418,0.482,0.123,-5.769,0.0266,175.558,0.261,2006,3.98355
66,0.00798,0.826,0.67,0.495,-5.559,0.169,74.007,0.794,2006,3.77155
60,0.0868,0.594,0.629,0.137,-4.919,0.0246,131.597,0.504,2006,3.934216667
65,0.74,0.47,0.792,0.708,-6.242,0.411,180.685,0.559,2006,1.014433333
63,0.368,0.545,0.64,0.111,-3.529,0.308,181.733,0.574,2006,4.24155
64,0.77,0.384,0.18,0.367,-17.279,0.101,73.603,0.368,2006,4.86155
71,0.000273,0.366,0.963,0.115,-5.301,0.142,137.114,0.211,2006,6.10355
64,0.409,0.697,0.629,0.0819,-5.757,0.0425,123.279,0.439,2006,4.456883333
64,0.768,0.569,0.508,0.145,-12.823,0.0502,167.624,0.647,2006,3.276
69,0.00144,0.709,0.891,0.034,-3.688,0.0528,141.04,0.886,2006,3.5731
62,0.00908,0.71,0.881,0.162,-6.648,0.0398,160.011,0.809,2006,4.454883333
68,0.00195,0.826,0.569,0.0636,-10.619,0.0409,97.017,0.881,2006,4.720666667
64,0.0825,0.786,0.511,0.12,-6.66,0.286,80,0.587,2006,3.902216667
61,0.354,0.729,0.795,0.536,-4.579,0.144,146.747,0.856,2006,2.948
65,0.0293,0.45,0.895,0.116,-4.739,0.0386,77.577,0.463,2006,4.28755
68,0.000111,0.513,0.937,0.083,-3.427,0.0532,155.015,0.543,2006,3.348
73,0.525,0.634,0.543,0.232,-13.391,0.181,121.557,0.467,2006,3.107333333
69,0.725,0.817,0.482,0.0756,-5.085,0.0487,102.539,0.969,2006,3.06355
64,5.10E-05,0.219,0.952,0.157,-3.621,0.176,112.886,0.172,2006,2.938433333
61,0.0316,0.558,0.896,0.528,-3.687,0.0545,90.064,0.63,2006,3.560883333
66,5.16E-05,0.506,0.877,0.0712,-5.73,0.032,114.589,0.302,2006,7.111333333
66,0.226,0.664,0.351,0.106,-12.136,0.118,113.204,0.816,2006,4.235766667
62,0.774,0.549,0.284,0.105,-8.383,0.0388,135.632,0.389,2006,4.740433333
67,5.63E-05,0.512,0.996,0.347,-2.1,0.114,130.931,0.0601,2006,3.681333333
67,0.958,0.495,0.238,0.0875,-11.026,0.03,175.958,0.357,2006,3.303333333
62,0.051,0.576,0.777,0.32,-2.881,0.0324,115.028,0.428,2006,3.32
63,0.358,0.405,0.775,0.211,-2.907,0.0335,200.389,0.422,2006,2.940433333
65,0.134,0.425,0.554,0.0963,-4.145,0.0298,83.917,0.288,2006,3.954933333
71,0.00572,0.543,0.917,0.104,-3.391,0.0444,132.246,0.329,2006,4.114
62,0.0539,0.661,0.959,0.381,-4.439,0.0408,116.284,0.96,2006,3.690216667
61,0.00217,0.443,0.853,0.198,-3.885,0.0361,143.986,0.338,2006,4.2611
63,0.000598,0.547,0.736,0.469,-5.267,0.0346,120.041,0.252,2006,3.696666667
63,0.75,0.787,0.687,0.3,-7.468,0.106,113.962,0.884,2006,3.55145
65,0.00296,0.623,0.938,0.48,-4.161,0.123,112.022,0.308,2006,2.766
61,9.11E-06,0.331,0.976,0.319,-3.242,0.113,170.059,0.426,2006,3.125766667
69,0.708,0.781,0.25,0.375,-9.702,0.0297,103.478,0.454,2006,3.4886
71,0.48,0.711,0.455,0.111,-7.261,0.0289,124.015,0.198,2006,4.857766667
67,0.0451,0.76,0.941,0.649,-6.356,0.0688,116.013,0.805,2006,3.8571
61,0.719,0.738,0.538,0.0653,-10.118,0.0374,97.487,0.81,2006,2.240883333
70,0.326,0.683,0.59,0.148,-5.423,0.458,100.892,0.653,2006,3.7351
63,0.0106,0.744,0.697,0.0842,-5.063,0.197,149.28,0.767,2006,4.12355
60,0.282,0.758,0.606,0.144,-6.444,0.0325,107.95,0.361,2006,3.9991
62,0.818,0.518,0.473,0.126,-10.907,0.0753,81.486,0.501,2006,3.092883333
65,0.204,0.668,0.577,0.156,-7.808,0.447,99.565,0.564,2006,3.659333333
78,0.00218,0.343,0.692,0.112,-3.926,0.0355,174.07,0.153,2006,4.916666667
62,0.00746,0.328,0.779,0.431,-9.572,0.0433,95.063,0.798,2006,2.225533333
60,0.637,0.612,0.394,0.147,-5.723,0.0243,96.001,0.233,2006,3.3871
67,0.116,0.29,0.48,0.626,-6.583,0.0296,112.62,0.382,2006,3.820566667
61,0.0121,0.852,0.694,0.126,-6.765,0.0653,109.906,0.789,2006,4.150666667
64,0.0122,0.536,0.923,0.142,-3.494,0.125,160.03,0.77,2006,3.484
60,0.0982,0.794,0.777,0.202,-3.696,0.0813,160.022,0.706,2006,2.884
70,0.56,0.701,0.494,0.224,-6.811,0.027,119.998,0.206,2006,3.57955
67,0.0475,0.577,0.59,0.133,-6.437,0.0365,107.935,0.333,2006,3.453333333
76,0.0701,0.8,0.685,0.278,-5.841,0.0778,96.986,0.899,2006,3.212666667
59,0.0083,0.553,0.777,0.388,-6.176,0.0275,108.258,0.699,2006,3.814883333
62,0.686,0.667,0.239,0.104,-15.923,0.0481,134.857,0.721,2006,2.723333333
64,0.000347,0.445,0.977,0.126,-2.674,0.0995,105.825,0.239,2006,3.066666667
60,0.00491,0.589,0.805,0.24,-4.055,0.0293,112.982,0.591,2006,3.451766667
60,0.000108,0.563,0.834,0.144,-5.628,0.0323,127.237,0.447,2006,3.552883333
60,0.0173,0.575,0.591,0.173,-5.916,0.028,107.967,0.332,2006,4.10555
60,0.74,0.571,0.281,0.163,-10.56,0.0475,142.263,0.294,2006,3.894433333
65,0.0255,0.828,0.58,0.103,-4.395,0.0941,89.973,0.407,2006,3.917766667
67,0.275,0.463,0.724,0.112,-4.159,0.0468,72.037,0.664,2006,3.065333333
65,0.541,0.485,0.723,0.075,-6.565,0.0317,167.845,0.541,2006,3.836883333
62,0.821,0.642,0.462,0.106,-8.026,0.0294,130.015,0.484,2006,2.4811
59,0.276,0.431,0.81,0.0906,-5.379,0.066,76.412,0.795,2006,2.821766667
59,0.0471,0.7,0.518,0.1,-7.191,0.177,75.973,0.542,2006,4.311333333
60,0.00225,0.453,0.798,0.331,-6.92,0.0305,158.069,0.694,2006,3.184216667
63,0.029,0.533,0.739,0.266,-3.573,0.0602,81.37,0.617,2006,3.9051
63,0.209,0.527,0.696,0.0516,-6.015,0.361,100.614,0.499,2006,4.079333333
68,0.139,0.631,0.624,0.325,-8.97,0.0477,167.951,0.733,2006,4.040433333
71,0.121,0.536,0.966,0.0477,-2.929,0.0558,152.076,0.849,2006,3.5951
60,0.206,0.81,0.476,0.0837,-8.933,0.0372,98.981,0.88,2006,3.740216667
61,0.101,0.519,0.666,0.118,-9.732,0.0645,146.467,0.274,2006,2.352666667
65,8.48E-05,0.344,0.972,0.293,-3.675,0.116,167.819,0.387,2006,3.469766667
65,0.465,0.619,0.437,0.0971,-11.756,0.0314,89.508,0.408,2006,4.750883333
64,0.27,0.718,0.733,0.0261,-4.508,0.048,152.554,0.975,2006,2.190666667
85,0.0277,0.813,0.609,0.334,-6.958,0.0314,127.999,0.614,2006,3.098666667
71,0.215,0.462,0.595,0.184,-9.363,0.0347,113.719,0.64,2006,2.54355
64,0.000145,0.475,0.831,0.346,-7.419,0.0505,110.42,0.521,2006,7.476883333
69,0.00177,0.695,0.993,0.0814,-3.114,0.0612,107.951,0.281,2006,4.127766667
58,0.000997,0.32,0.91,0.16,-5.321,0.114,165.943,0.22,2006,3.572883333
66,0.0313,0.313,0.753,0.142,-3.921,0.0285,176.748,0.514,2006,5.163333333
59,0.000367,0.416,0.967,0.0632,-2.289,0.109,171.032,0.431,2006,3.2131
64,0.000856,0.244,0.928,0.915,-4.804,0.152,95.235,0.38,2006,4.206666667
61,0.00364,0.358,0.959,0.356,-3.139,0.0874,91.938,0.171,2006,4.040216667
61,0.00021,0.298,0.927,0.296,-4.396,0.0995,133.997,0.389,2006,4.213333333
75,0.171,0.424,0.74,0.273,-3.243,0.0347,169.914,0.585,2006,3.159333333
68,0.409,0.81,0.723,0.137,-5.2,0.194,92.993,0.738,2006,3.714433333
57,0.672,0.615,0.445,0.0564,-12.532,0.0373,135.906,0.965,2006,3.546216667
59,0.000212,0.179,0.979,0.131,-3.803,0.145,197.022,0.524,2006,3.024216667
62,0.0175,0.409,0.761,0.114,-4.514,0.031,155.901,0.271,2006,3.684883333
71,0.0351,0.641,0.943,0.328,-6.254,0.264,171.811,0.718,2006,3.866666667
59,0.0836,0.766,0.454,0.102,-4.324,0.289,143.951,0.281,2006,3.8171
62,6.97E-05,0.392,0.965,0.106,-4.441,0.063,167.094,0.298,2006,3.342433333
59,0.0255,0.514,0.679,0.0594,-6.117,0.0273,164.109,0.496,2006,3.509333333
62,1.00E-05,0.313,0.948,0.105,-2.772,0.0762,163.881,0.242,2006,3.80355
59,0.00121,0.436,0.946,0.215,-4.755,0.103,93.544,0.603,2006,3.18555
62,0.8,0.532,0.768,0.377,-8.698,0.0551,116.026,0.698,2006,2.709766667
60,0.39,0.534,0.792,0.191,-4.512,0.0677,145.881,0.477,2006,3.393766667
62,0.054,0.23,0.772,0.644,-6.349,0.342,173.377,0.589,2006,1.989766667
59,0.287,0.703,0.909,0.401,-4.205,0.46,204.208,0.777,2006,3.65955
76,0.138,0.634,0.649,0.288,-6.056,0.0255,111.03,0.491,2006,3.42355
61,0.0609,0.643,0.789,0.0987,-9.286,0.0356,107.165,0.347,2006,2.438433333
64,5.08E-05,0.242,0.983,0.303,-2.679,0.106,163.366,0.301,2006,3.984216667
58,0.125,0.669,0.716,0.117,-6.651,0.038,91.972,0.773,2006,3.676433333
59,0.0402,0.459,0.753,0.0863,-3.827,0.0537,199.997,0.483,2006,2.984433333
58,0.807,0.417,0.425,0.097,-10.99,0.032,88.272,0.506,2006,4.952
58,0.0303,0.488,0.88,0.288,-3.505,0.0513,94.004,0.485,2006,3.757333333
68,0.0831,0.906,0.775,0.15,-5.775,0.268,100.054,0.838,2006,3.68955
68,0.702,0.711,0.399,0.243,-6.909,0.0441,107.795,0.965,2006,3.676933333
67,0.725,0.609,0.584,0.0854,-9.734,0.0353,127.306,0.954,2006,2.948883333
66,0.0473,0.434,0.872,0.396,-2.974,0.0702,71.515,0.732,2006,3.562666667
65,0.00593,0.745,0.695,0.0615,-5.076,0.0271,102.014,0.519,2006,3.943333333
69,0.457,0.651,0.807,0.214,-2.437,0.0327,92.154,0.865,2006,3.940883333
62,0.833,0.471,0.164,0.101,-10.879,0.0324,125.242,0.17,2006,4.4511
62,0.7,0.602,0.348,0.52,-10.061,0.0288,124.606,0.75,2006,2.846433333
59,0.399,0.536,0.943,0.225,-5.317,0.108,123.759,0.622,2006,4.00155
64,1.56E-05,0.447,0.993,0.474,-3.022,0.111,140.018,0.108,2006,3.1611
58,0.00349,0.483,0.751,0.128,-5.726,0.0365,156.092,0.268,2006,3.6691
60,0.197,0.7,0.607,0.272,-6.804,0.0359,126.045,0.774,2006,4.0091
57,4.68E-05,0.192,0.757,0.123,-5.253,0.0844,83.105,0.294,2006,4.057766667
63,0.0745,0.758,0.642,0.191,-8.128,0.221,142.078,0.701,2006,4.467766667
66,0.0512,0.676,0.861,0.0613,-3.645,0.0501,124.031,0.681,2006,2.902
61,0.189,0.775,0.731,0.129,-5.446,0.134,131.105,0.821,2006,4.273766667
64,0.00428,0.451,0.973,0.0924,-2.611,0.0514,151.885,0.628,2006,3.764666667
59,0.368,0.578,0.471,0.159,-7.27,0.0289,133.061,0.532,2006,3.278433333
64,0.387,0.403,0.495,0.147,-6.888,0.0312,132.912,0.38,2006,3.6291
63,0.0248,0.964,0.595,0.0405,-6.887,0.109,128.593,0.629,2006,4.364666667
59,0.285,0.801,0.716,0.163,-8.398,0.0541,94.005,0.771,2006,4.206433333
74,0.00864,0.583,0.829,0.0426,-4.603,0.134,174.028,0.575,2007,4.599766667
77,0.528,0.81,0.538,0.0951,-5.784,0.0356,109.97,0.828,2007,4.447333333
78,0.00305,0.439,0.808,0.439,-6.881,0.346,82.962,0.487,2007,3.45
68,0.000218,0.631,0.793,0.0976,-4.086,0.0468,136.96,0.648,2007,3.156216667
78,0.188,0.638,0.656,0.146,-5.886,0.0357,104.036,0.225,2007,4.374433333
77,0.309,0.827,0.58,0.148,-6.809,0.327,78.011,0.492,2007,2.805333333
77,0.157,0.644,0.939,0.233,-3.486,0.0456,106.031,0.861,2007,3.468433333
79,0.00243,0.699,0.83,0.0995,-4.898,0.0633,105.809,0.889,2007,3.656883333
79,0.0709,0.763,0.803,0.348,-3.713,0.0351,103.04,0.561,2007,3.827333333
74,0.00299,0.693,0.504,0.695,-8.306,0.238,102.139,0.723,2007,2.793333333
78,0.00725,0.459,0.895,0.206,-3.126,0.0805,181.04,0.572,2007,3.0471
80,0.114,0.529,0.967,0.61,-3.647,0.0508,140.127,0.596,2007,2.772883333
75,0.463,0.631,0.623,0.151,-6.969,0.265,80.23,0.765,2007,3.798216667
74,8.74E-05,0.438,0.94,0.3,-3.249,0.0452,100.99,0.421,2007,4.35
83,0.181,0.731,0.807,0.319,-6.492,0.1,114.759,0.765,2007,2.985333333
80,0.15,0.762,0.661,0.256,-6.075,0.0687,130.009,0.769,2007,3.756216667
77,0.00117,0.655,0.885,0.0448,-4.116,0.0438,100.088,0.938,2007,3.154883333
